query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,4115,4115,277
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0000222,-008.950,-001.950,0000.200,0000.0,0000.0,3920,191,53,4,634,4654,2792,52037,0.0120025,0,4,0
0000223,-008.900,-001.950,0000.200,0000.0,0000.0,3919,192,54,4,641,4822,2935,51862,0.0121951,0,4,0
0000224,-008.850,-001.950,0000.200,0000.0,0000.0,3917,194,57,4,656,5127,3123,51542,0.0127856,0,4,0
0000225,-008.800,-001.950,0000.200,0000.0,0000.0,3916,186,50,13,642,5333,3283,51350,0.0132436,0,4,0
0000226,-008.750,-001.950,0000.200,0000.0,0000.0,3913,198,58,4,674,5808,3497,50843,0.0129463,0,4,0
0000227,-008.700,-001.950,0000.200,0000.0,0000.0,3910,201,56,4,665,6385,3706,50275,0.0125523,0,4,0
0000228,-008.650,-001.950,0000.200,0000.0,0000.0,3574,537,155,4,678,6884,3880,49763,0.0331734,0,4,0
0000229,-008.600,-001.950,0000.200,0000.0,0000.0,3548,453,253,114,589,7279,3981,49457,0.0780187,0,4,0
0000230,-008.550,-001.950,0000.200,0000.0,0000.0,3095,1011,351,9,731,7082,4087,49512,0.0742881,0,3,0
0000231,-008.500,-001.950,0000.200,0000.0,0000.0,2847,1249,700,19,1062,8681,4994,47582,0.138884,0,4,0
0000232,-008.450,-001.950,0000.200,0000.0,0000.0,2605,1362,770,148,941,11223,5947,45161,0.181566,0,5,0
0000233,-008.400,-001.950,0000.200,0000.0,0000.0,3515,591,277,9,895,8642,4847,47788,0.0570858,0,4,0
0000234,-008.350,-001.950,0000.200,0000.0,0000.0,3813,293,105,9,813,8783,4938,47729,0.0231331,0,4,0
0000235,-008.300,-001.950,0000.200,0000.0,0000.0,3812,284,98,19,832,8959,5056,47534,0.0236507,0,4,0
0000236,-008.250,-001.950,0000.200,0000.0,0000.0,3810,296,107,9,845,9208,5166,47272,0.0233871,0,4,0
0000237,-008.200,-001.950,0000.200,0000.0,0000.0,3295,682,425,138,736,8613,4679,47976,0.116059,0,6,0
0000238,-008.150,-001.950,0000.200,0000.0,0000.0,3245,865,341,5,842,9721,5248,46762,0.0698003,0,5,0
0000239,-008.100,-001.950,0000.200,0000.0,0000.0,3563,548,254,4,658,7110,3770,49557,0.0540541,0,4,0
0000240,-008.050,-001.950,0000.200,0000.0,0000.0,3194,912,311,9,658,6920,3821,49747,0.0670438,0,3,0
0000241,-008.000,-001.950,0000.200,0000.0,0000.0,2898,1111,459,106,577,6834,3748,49914,0.120418,0,4,0
0000242,-007.950,-001.950,0000.200,0000.0,0000.0,3819,288,97,8,662,7461,4014,49202,0.0219803,0,3,0
0000243,-007.900,-001.950,0000.200,0000.0,0000.0,3922,190,49,3,515,4434,2516,52376,0.0112311,0,3,0
0000244,-007.850,-001.950,0000.200,0000.0,0000.0,3921,190,50,4,651,4485,2564,52189,0.0113303,0,4,0
0000245,-007.800,-001.950,0000.200,0000.0,0000.0,3919,191,52,5,763,4735,2725,51827,0.0116851,0,5,0
0000246,-007.750,-001.950,0000.200,0000.0,0000.0,3918,193,54,4,657,5015,2854,51653,0.0121542,0,4,0
0000247,-007.700,-001.950,0000.200,0000.0,0000.0,3916,185,47,14,760,5257,2987,51308,0.0125128,0,5,0
0000248,-007.650,-001.950,0000.200,0000.0,0000.0,3914,195,55,6,892,5537,3130,50896,0.0121829,0,6,0
0000249,-007.600,-001.950,0000.200,0000.0,0000.0,3911,198,53,6,912,6066,3331,50347,0.0117366,0,6,0
0000250,-007.550,-001.950,0000.200,0000.0,0000.0,3688,421,83,6,944,6380,3598,50001,0.0175924,0,6,0
0000251,-007.500,-001.950,0000.200,0000.0,0000.0,3568,541,286,6,975,6884,3808,49466,0.0573674,0,6,0
0000252,-007.450,-001.950,0000.200,0000.0,0000.0,3203,901,408,11,975,7046,3977,49304,0.0823183,0,4,0
0000253,-007.400,-001.950,0000.200,0000.0,0000.0,2872,1225,711,18,1013,7768,4402,48544,0.142161,0,4,0
0000254,-007.350,-001.950,0000.200,0000.0,0000.0,3741,358,143,16,937,10376,5891,46012,0.0314727,0,4,0
0000255,-007.300,-001.950,0000.200,0000.0,0000.0,3782,328,72,5,772,9439,5122,47114,0.0157561,0,5,0
0000256,-007.250,-001.950,0000.200,0000.0,0000.0,3925,186,44,4,554,4092,2262,52679,0.0102806,0,4,0
0000257,-007.200,-001.950,0000.200,0000.0,0000.0,3499,609,170,7,974,7230,4035,49121,0.0347809,0,7,0
0000258,-007.150,-001.950,0000.200,0000.0,0000.0,3782,324,80,9,1230,8324,5000,47771,0.0166511,0,9,0
0000259,-007.100,-001.950,0000.200,0000.0,0000.0,2550,1454,538,111,1058,7031,4374,49236,0.125459,0,9,0
0000260,-007.050,-001.950,0000.200,0000.0,0000.0,3470,632,212,13,1343,10011,5946,45971,0.0412239,0,8,0
0000261,-007.000,-001.950,0000.200,0000.0,0000.0,3545,560,241,10,1517,10543,6374,45265,0.0445668,0,10,0
0000262,-006.950,-001.950,0000.200,0000.0,0000.0,3559,539,257,17,1143,7467,4472,48715,0.0521111,0,8,0
0000263,-006.900,-001.950,0000.200,0000.0,0000.0,3548,549,327,18,1256,7595,4462,48474,0.0642338,0,9,0
0000264,-006.850,-001.950,0000.200,0000.0,0000.0,3543,454,262,118,1046,7943,4671,48336,0.0736291,0,8,0
0000265,-006.800,-001.950,0000.200,0000.0,0000.0,3532,465,269,118,1052,8190,4737,48083,0.0748984,0,8,0
0000266,-006.750,-001.950,0000.200,0000.0,0000.0,3412,692,328,11,1180,8204,4800,47941,0.0640227,0,7,0
0000267,-006.700,-001.950,0000.200,0000.0,0000.0,3179,917,355,19,1285,8029,4803,48011,0.0692593,0,7,0
0000268,-006.650,-001.950,0000.200,0000.0,0000.0,3075,1028,340,12,1146,8099,4900,48080,0.0669074,0,7,0
0000269,-006.600,-001.950,0000.200,0000.0,0000.0,3192,912,454,11,1061,8375,4883,47889,0.0898377,0,6,0
0000270,-006.550,-001.950,0000.200,0000.0,0000.0,3167,822,498,126,1108,8609,4937,47608,0.119472,0,7,0
0000271,-006.500,-001.950,0000.200,0000.0,0000.0,2876,1028,425,211,1137,8473,5030,47715,0.121097,0,9,0
0000272,-006.450,-001.950,0000.200,0000.0,0000.0,3094,997,474,24,1339,8599,5066,47387,0.0913091,0,7,0
0000273,-006.400,-001.950,0000.200,0000.0,0000.0,3393,609,289,113,1267,9200,5394,46858,0.0746934,0,8,0
0000274,-006.350,-001.950,0000.200,0000.0,0000.0,3508,589,166,18,1372,9465,5639,46488,0.0335338,0,7,0
0000275,-006.300,-001.950,0000.200,0000.0,0000.0,3687,410,121,18,1400,9906,5811,46019,0.025204,0,7,0
0000276,-006.250,-001.950,0000.200,0000.0,0000.0,3571,525,148,19,1514,10158,6007,45653,0.0296678,0,8,0
0000277,-006.200,-001.950,0000.200,0000.0,0000.0,2949,1148,424,18,1428,10047,6018,45850,0.0797402,0,7,0
0000278,-006.150,-001.950,0000.200,0000.0,0000.0,2955,1141,502,19,1453,10444,6221,45428,0.0935704,0,7,0
0000279,-006.100,-001.950,0000.200,0000.0,0000.0,3542,563,242,10,1550,11077,6561,44698,0.0444837,0,10,0
0000280,-006.050,-001.950,0000.200,0000.0,0000.0,3559,540,257,16,1071,7578,4617,48676,0.0526417,0,7,0
0000281,-006.000,-001.950,0000.200,0000.0,0000.0,3548,550,328,17,1111,7136,4233,49078,0.0660161,0,8,0
0000282,-005.950,-001.950,0000.200,0000.0,0000.0,3543,445,254,127,1048,7974,4670,48303,0.0737943,0,8,0
0000283,-005.900,-001.950,0000.200,0000.0,0000.0,3532,466,269,117,961,8310,4777,48054,0.0760441,0,7,0
0000284,-005.850,-001.950,0000.200,0000.0,0000.0,3412,692,329,11,1176,8223,4755,47926,0.0642601,0,7,0
0000285,-005.800,-001.950,0000.200,0000.0,0000.0,3184,919,323,12,1076,8143,4870,48106,0.0645348,0,6,0
0000286,-005.750,-001.950,0000.200,0000.0,0000.0,3075,1029,340,11,1083,8185,4976,48057,0.067526,0,6,0
0000287,-005.700,-001.950,0000.200,0000.0,0000.0,3192,912,454,11,1102,8355,4905,47868,0.0891317,0,6,0
0000288,-005.650,-001.950,0000.200,0000.0,0000.0,3175,818,466,122,1092,8519,4903,47714,0.112925,0,8,0
0000289,-005.600,-001.950,0000.200,0000.0,0000.0,2976,1031,482,108,1135,8468,4966,47722,0.112381,0,8,0
0000290,-005.550,-001.950,0000.200,0000.0,0000.0,2985,1106,495,24,1253,8583,5084,47489,0.0966841,0,6,0
0000291,-005.500,-001.950,0000.200,0000.0,0000.0,3393,610,290,112,1175,9308,5404,46842,0.0759924,0,7,0
0000292,-005.450,-001.950,0000.200,0000.0,0000.0,3505,593,196,17,1386,9444,5556,46495,0.0387202,0,7,0
0000293,-005.400,-001.950,0000.200,0000.0,0000.0,3687,410,121,18,1405,9892,5817,46028,0.0251812,0,7,0
0000294,-005.350,-001.950,0000.200,0000.0,0000.0,3571,526,148,18,1440,10233,6109,45652,0.029883,0,7,0
0000295,-005.300,-001.950,0000.200,0000.0,0000.0,2948,1149,321,18,1452,10013,6119,45860,0.0608946,0,7,0
0000296,-005.250,-001.950,0000.200,0000.0,0000.0,2691,1407,450,17,1358,10100,6162,45867,0.085328,0,6,0
0000297,-005.200,-001.950,0000.200,0000.0,0000.0,3548,559,208,8,1342,11023,6495,44960,0.0395822,0,8,0
0000298,-005.150,-001.950,0000.200,0000.0,0000.0,3559,541,258,15,972,7687,4639,48666,0.0536662,0,6,0
0000299,-005.100,-001.950,0000.200,0000.0,0000.0,3553,547,293,15,961,7832,4644,48532,0.0606777,0,6,0
0000300,-005.050,-001.950,0000.200,0000.0,0000.0,3543,447,254,125,870,8182,4793,48273,0.0760281,0,6,0
0000301,-005.000,-001.950,0000.200,0000.0,0000.0,3532,355,181,228,897,8412,4967,48016,0.0816041,0,7,0
0000302,-004.950,-001.950,0000.200,0000.0,0000.0,3412,693,362,10,1118,8315,4804,47892,0.0710873,0,5,0
0000303,-004.900,-001.950,0000.200,0000.0,0000.0,3184,920,323,11,911,7640,4551,48774,0.0664544,0,5,0
0000304,-004.850,-001.950,0000.200,0000.0,0000.0,3174,930,330,11,1090,8287,4949,47948,0.0655139,0,6,0
0000305,-004.800,-001.950,0000.200,0000.0,0000.0,3090,1015,402,10,991,8393,4982,47941,0.0806894,0,5,0
0000306,-004.750,-001.950,0000.200,0000.0,0000.0,3170,710,380,235,910,8844,5102,47571,0.122388,0,7,0
0000307,-004.700,-001.950,0000.200,0000.0,0000.0,3072,937,485,106,1023,8692,5055,47610,0.115025,0,7,0
0000308,-004.650,-001.950,0000.200,0000.0,0000.0,2875,1218,530,22,1149,8587,5158,47589,0.104863,0,5,0
0000309,-004.600,-001.950,0000.200,0000.0,0000.0,3303,706,321,106,932,9348,5481,47045,0.0846047,0,6,0
0000310,-004.550,-001.950,0000.200,0000.0,0000.0,3502,597,225,16,1161,9693,5636,46471,0.0456785,0,5,0
0000311,-004.500,-001.950,0000.200,0000.0,0000.0,3687,412,122,16,1177,10116,5903,46032,0.0260771,0,5,0
0000312,-004.450,-001.950,0000.200,0000.0,0000.0,3577,522,144,16,1216,10301,6040,45808,0.0300131,0,5,0
0000313,-004.400,-001.950,0000.200,0000.0,0000.0,3332,767,208,16,1245,10605,6324,45475,0.041791,0,5,0
0000314,-004.350,-001.950,0000.200,0000.0,0000.0,2808,1290,556,17,1243,10572,6282,45510,0.106943,0,5,0
0000315,-004.300,-001.950,0000.200,0000.0,0000.0,3414,694,221,7,1267,11210,6694,44848,0.0423634,0,7,0
0000316,-004.250,-001.950,0000.200,0000.0,0000.0,3559,540,257,16,1104,7624,4576,48597,0.0523089,0,7,0
0000317,-004.200,-001.950,0000.200,0000.0,0000.0,3553,547,293,15,990,7866,4618,48469,0.060333,0,6,0
0000318,-004.150,-001.950,0000.200,0000.0,0000.0,3543,446,253,126,980,8123,4688,48222,0.0743867,0,7,0
0000319,-004.100,-001.950,0000.200,0000.0,0000.0,3537,461,275,117,863,8377,4806,48085,0.0787465,0,6,0
0000320,-004.050,-001.950,0000.200,0000.0,0000.0,3527,583,350,5,920,8590,4862,47815,0.0705065,0,4,0
0000321,-004.000,-001.950,0000.200,0000.0,0000.0,3183,917,353,15,1033,8396,4942,47896,0.0714841,0,4,0
0000322,-003.950,-001.950,0000.200,0000.0,0000.0,3174,931,329,10,998,8464,5020,47863,0.0663016,0,5,0
0000323,-003.900,-001.950,0000.200,0000.0,0000.0,3090,1016,404,9,888,8572,5040,47865,0.0825505,0,4,0
0000324,-003.850,-001.950,0000.200,0000.0,0000.0,3179,817,451,119,763,8938,5041,47624,0.116851,0,5,0
0000325,-003.800,-001.950,0000.200,0000.0,0000.0,3073,937,487,105,731,8245,4679,48349,0.122163,0,5,0
0000326,-003.750,-001.950,0000.200,0000.0,0000.0,2880,1222,503,13,902,8802,5166,47621,0.10285,0,4,0
0000327,-003.700,-001.950,0000.200,0000.0,0000.0,3203,695,256,217,852,9551,5524,46922,0.0952285,0,6,0
0000328,-003.650,-001.950,0000.200,0000.0,0000.0,3499,592,248,24,1069,9879,5684,46377,0.0524691,0,4,0
0000329,-003.600,-001.950,0000.200,0000.0,0000.0,3687,413,122,15,1094,10326,5947,45905,0.0263006,0,4,0
0000330,-003.550,-001.950,0000.200,0000.0,0000.0,3577,522,144,16,1230,10387,6018,45708,0.0299345,0,5,0
0000331,-003.500,-001.950,0000.200,0000.0,0000.0,3465,635,177,15,1233,10675,6137,45417,0.0359013,0,5,0
0000332,-003.450,-001.950,0000.200,0000.0,0000.0,2945,1154,587,16,1237,10661,6035,45427,0.112668,0,5,0
0000333,-003.400,-001.950,0000.200,0000.0,0000.0,3144,965,285,6,1132,11025,6490,45168,0.0554603,0,6,0
0000334,-003.350,-001.950,0000.200,0000.0,0000.0,3565,546,228,4,768,8007,4681,48550,0.0475118,0,4,0
0000335,-003.300,-001.950,0000.200,0000.0,0000.0,3553,558,298,4,779,8245,4765,48301,0.0617082,0,4,0
0000336,-003.250,-001.950,0000.200,0000.0,0000.0,3548,563,332,4,790,8397,4784,48138,0.0685015,0,4,0
0000337,-003.200,-001.950,0000.200,0000.0,0000.0,3537,462,270,116,786,8669,4879,47870,0.0787594,0,5,0
0000338,-003.150,-001.950,0000.200,0000.0,0000.0,3527,583,344,5,893,8832,4872,47600,0.0696885,0,4,0
0000339,-003.100,-001.950,0000.200,0000.0,0000.0,3297,809,315,9,883,8898,5021,47544,0.0648259,0,4,0
0000340,-003.050,-001.950,0000.200,0000.0,0000.0,3172,935,324,8,807,9190,5192,47328,0.0674523,0,3,0
0000341,-003.000,-001.950,0000.200,0000.0,0000.0,2869,1232,446,14,935,9083,5133,47307,0.0910891,0,3,0
0000342,-002.950,-001.950,0000.200,0000.0,0000.0,2857,1139,541,119,838,9381,5092,47106,0.133253,0,5,0
0000343,-002.900,-001.950,0000.200,0000.0,0000.0,2743,1262,643,110,979,9381,5064,46965,0.147821,0,5,0
0000344,-002.850,-001.950,0000.200,0000.0,0000.0,2543,1551,727,21,1078,9271,5025,46976,0.14404,0,4,0
0000345,-002.800,-001.950,0000.200,0000.0,0000.0,2866,1134,595,115,991,9823,5205,46511,0.139052,0,5,0
0000346,-002.750,-001.950,0000.200,0000.0,0000.0,3152,943,545,20,1238,10236,5392,45851,0.105548,0,5,0
0000347,-002.700,-001.950,0000.200,0000.0,0000.0,3446,540,308,129,1053,10018,5287,46254,0.0845588,0,5,0
0000348,-002.650,-001.950,0000.200,0000.0,0000.0,3437,660,383,18,1285,10942,5839,45098,0.0742593,0,4,0
0000349,-002.600,-001.950,0000.200,0000.0,0000.0,3194,899,363,22,1327,11067,6077,44931,0.070746,0,4,0
0000350,-002.550,-001.950,0000.200,0000.0,0000.0,2563,1398,687,154,1171,10773,5765,45381,0.1591,0,5,0
0000351,-002.500,-001.950,0000.200,0000.0,0000.0,2625,1478,572,12,1306,10820,5996,45199,0.107729,0,6,0
0000352,-002.450,-001.950,0000.200,0000.0,0000.0,3196,796,399,123,826,8088,4350,48411,0.105647,0,5,0
0000353,-002.400,-001.950,0000.200,0000.0,0000.0,3186,919,561,10,941,7976,4167,48408,0.112935,0,4,0
0000354,-002.350,-001.950,0000.200,0000.0,0000.0,2896,1206,523,13,942,7889,4364,48494,0.105992,0,4,0
0000355,-002.300,-001.950,0000.200,0000.0,0000.0,3223,880,427,12,968,8391,4577,47966,0.0863663,0,4,0
0000356,-002.250,-001.950,0000.200,0000.0,0000.0,3515,591,276,9,1003,8575,4756,47747,0.0556858,0,4,0
0000357,-002.200,-001.950,0000.200,0000.0,0000.0,3813,292,104,10,1082,8547,4796,47696,0.0219357,0,5,0
0000358,-002.150,-001.950,0000.200,0000.0,0000.0,3812,283,97,20,1082,8750,4968,47493,0.022513,0,5,0
0000359,-002.100,-001.950,0000.200,0000.0,0000.0,3810,295,107,10,1090,9061,5170,47174,0.0224784,0,5,0
0000360,-002.050,-001.950,0000.200,0000.0,0000.0,3294,807,528,14,1189,9015,5039,47121,0.102187,0,6,0
0000361,-002.000,-001.950,0000.200,0000.0,0000.0,3352,748,362,15,1109,9625,5554,46591,0.0721669,0,6,0
0000362,-001.950,-001.950,0000.200,0000.0,0000.0,3549,559,267,7,1229,9141,5328,46955,0.0512725,7,7,7
0000363,-001.900,-001.950,0000.200,0000.0,0000.0,3297,808,316,10,1065,8752,5066,47508,0.0629344,0,5,0
0000364,-001.850,-001.950,0000.200,0000.0,0000.0,2656,1353,573,106,1013,9340,5157,46972,0.13241,0,6,0
0000365,-001.800,-001.950,0000.200,0000.0,0000.0,3451,542,309,122,988,10579,5697,45758,0.0844601,0,5,0
0000366,-001.750,-001.950,0000.200,0000.0,0000.0,2883,1219,547,13,941,7421,4361,48963,0.110759,0,3,0
0000367,-001.700,-001.950,0000.200,0000.0,0000.0,3187,908,460,20,1060,8764,5095,47501,0.0927536,0,4,0
0000368,-001.650,-001.950,0000.200,0000.0,0000.0,3324,777,350,14,1001,11431,6226,44893,0.0711493,0,4,0
0000369,-001.600,-001.950,0000.200,0000.0,0000.0,3218,888,439,9,710,6071,3192,50544,0.0928497,0,4,0
0000370,-001.550,-001.950,0000.200,0000.0,0000.0,3765,334,129,16,763,6097,3420,50465,0.0297253,0,4,6
0000371,-001.500,-001.950,0000.200,0000.0,0000.0,3764,334,137,17,954,7156,4245,49215,0.0303807,0,5,6
0000372,-001.450,-001.950,0000.200,0000.0,0000.0,3205,901,446,9,803,6890,3801,49632,0.0925173,0,4,0
0000373,-001.400,-001.950,0000.200,0000.0,0000.0,3921,190,51,4,631,4513,2691,52181,0.0115887,0,4,0
0000374,-001.350,-001.950,0000.200,0000.0,0000.0,3920,191,53,4,639,4670,2827,52016,0.0119899,0,4,0
0000375,-001.300,-001.950,0000.200,0000.0,0000.0,3918,193,56,4,653,4973,3026,51699,0.0125839,0,4,0
0000376,-001.250,-001.950,0000.200,0000.0,0000.0,3916,186,50,13,634,5315,3231,51376,0.013266,0,4,0
0000377,-001.200,-001.950,0000.200,0000.0,0000.0,3914,197,58,4,658,5650,3445,51017,0.0129897,0,4,0
0000378,-001.150,-001.950,0000.200,0000.0,0000.0,3911,200,57,4,680,6156,3639,50489,0.0127216,0,4,0
0000379,-001.100,-001.950,0000.200,0000.0,0000.0,3798,313,66,4,673,6593,3860,50059,0.0146199,0,4,0
0000380,-001.050,-001.950,0000.200,0000.0,0000.0,3562,549,256,4,683,6963,3825,49679,0.0541892,0,4,0
0000381,-001.000,-001.950,0000.200,0000.0,0000.0,3307,800,311,8,702,7087,4003,49536,0.0662238,0,3,0
0000382,-000.950,-001.950,0000.200,0000.0,0000.0,2991,1020,475,104,691,7612,4290,49022,0.120474,0,4,0
0000383,-000.900,-001.950,0000.200,0000.0,0000.0,2971,1114,523,30,1447,11775,7004,44103,0.0994247,0,4,0
0000384,-000.850,-001.950,0000.200,0000.0,0000.0,3308,686,330,121,1309,11345,6366,44671,0.083149,0,5,0
0000385,-000.800,-001.950,0000.200,0000.0,0000.0,3418,676,209,21,1198,11402,6355,44725,0.04329,0,4,0
0000386,-000.750,-001.950,0000.200,0000.0,0000.0,3247,853,445,15,989,11779,6407,44557,0.0901254,0,3,0
0000387,-000.700,-001.950,0000.200,0000.0,0000.0,3393,564,357,158,1002,12390,6722,43933,0.100645,0,4,0
0000388,-000.650,-001.950,0000.200,0000.0,0000.0,3333,772,238,10,962,11802,6718,44561,0.0488477,0,4,0
0000389,-000.600,-001.950,0000.200,0000.0,0000.0,3212,894,248,9,755,9579,5407,46991,0.0527721,0,3,0
0000390,-000.550,-001.950,0000.200,0000.0,0000.0,3608,503,146,4,770,10327,5486,46228,0.0307062,0,4,0
0000391,-000.500,-001.950,0000.200,0000.0,0000.0,3596,405,249,114,447,6890,3593,49988,0.0795704,0,3,0
0000392,-000.450,-001.950,0000.200,0000.0,0000.0,3252,746,380,117,481,7052,3725,49792,0.108138,0,3,0
0000393,-000.400,-001.950,0000.200,0000.0,0000.0,3578,529,196,8,604,7420,4014,49301,0.0432295,0,2,0
0000394,-000.350,-001.950,0000.200,0000.0,0000.0,3519,459,285,137,484,7428,3921,49413,0.0917591,0,3,0
0000395,-000.300,-001.950,0000.200,0000.0,0000.0,3973,139,35,3,565,4530,2578,52230,0.00811966,0,3,0
0000396,-000.250,-001.950,0000.200,0000.0,0000.0,3972,140,36,3,582,4696,2686,52047,0.00830317,0,3,0
0000397,-000.200,-001.950,0000.200,0000.0,0000.0,3971,141,37,3,578,4866,2765,51881,0.00852333,0,3,0
0000398,-000.150,-001.950,0000.200,0000.0,0000.0,4023,89,29,3,591,5193,2937,51541,0.00679983,0,3,0
0000399,-000.100,-001.950,0000.200,0000.0,0000.0,4021,82,22,12,609,5550,3101,51166,0.00719729,0,3,0
0000400,-000.050,-001.950,0000.200,0000.0,0000.0,4018,93,28,4,745,6058,3350,50522,0.00658436,0,4,0
0000401,-010.000,-001.900,0000.200,0000.0,0000.0,3322,756,464,37,696,7775,4255,48854,0.104136,0,3,0
0000402,-009.950,-001.900,0000.200,0000.0,0000.0,3310,631,432,174,564,8178,4463,48583,0.129515,0,4,0
0000403,-009.900,-001.900,0000.200,0000.0,0000.0,3167,881,508,67,692,8326,4639,48307,0.119617,0,3,0
0000404,-009.850,-001.900,0000.200,0000.0,0000.0,2822,1137,639,156,773,8302,4678,48250,0.162643,0,3,0
0000405,-009.800,-001.900,0000.200,0000.0,0000.0,2587,1399,902,129,610,8078,4407,48637,0.218201,0,3,0
0000406,-009.750,-001.900,0000.200,0000.0,0000.0,2340,1737,874,38,888,8315,4662,48122,0.182291,0,2,0
0000407,-009.700,-001.900,0000.200,0000.0,0000.0,2658,1315,790,142,773,9504,5023,47048,0.190671,0,3,0
0000408,-009.650,-001.900,0000.200,0000.0,0000.0,2788,1180,585,147,761,10051,5287,46513,0.150123,0,3,0
0000409,-009.600,-001.900,0000.200,0000.0,0000.0,2767,1217,591,131,780,10218,5471,46327,0.147497,0,3,0
0000410,-009.550,-001.900,0000.200,0000.0,0000.0,3734,358,174,23,874,11363,6165,45088,0.0394869,0,4,0
0000411,-009.500,-001.900,0000.200,0000.0,0000.0,3740,354,193,21,486,6808,3473,50031,0.0465116,0,2,0
0000412,-009.450,-001.900,0000.200,0000.0,0000.0,3458,652,414,5,368,6052,2929,50905,0.0934642,0,1,0
0000413,-009.400,-001.900,0000.200,0000.0,0000.0,3919,192,92,4,176,3048,1524,54101,0.0223724,0,0,0
0000414,-009.350,-001.900,0000.200,0000.0,0000.0,4097,17,8,1,179,3223,1607,53923,0.00209595,0,1,0
0000415,-009.300,-001.900,0000.200,0000.0,0000.0,4115,0,0,0,155,1849,993,55321,0,0,0,0
0000416,-009.250,-001.900,0000.200,0000.0,0000.0,1282,2572,1560,261,2438,26369,14449,28518,0.277888,0,9,3
0000417,-009.200,-001.900,0000.200,0000.0,0000.0,1474,2343,1327,298,2178,25854,13841,29293,0.258223,0,11,4
0000418,-009.150,-001.900,0000.200,0000.0,0000.0,1667,2268,1427,180,1978,22300,11835,33047,0.263745,0,5,3
0000419,-009.100,-001.900,0000.200,0000.0,0000.0,1830,2019,1305,266,1861,22429,11901,33035,0.262885,0,6,1
0000420,-009.050,-001.900,0000.200,0000.0,0000.0,2091,1743,1134,281,1573,20806,10778,34946,0.248769,0,6,2
0000421,-009.000,-001.900,0000.200,0000.0,0000.0,2061,1894,1146,160,1240,14319,7608,41766,0.243884,0,3,0
0000422,-008.950,-001.900,0000.200,0000.0,0000.0,1844,2132,1059,139,1360,14001,7668,41964,0.218813,0,4,0
0000423,-008.900,-001.900,0000.200,0000.0,0000.0,1787,2212,989,116,1206,13189,7247,42930,0.207668,0,3,0
0000424,-008.850,-001.900,0000.200,0000.0,0000.0,2052,1897,984,166,1078,13242,7095,43005,0.221452,0,3,3
0000425,-008.800,-001.900,0000.200,0000.0,0000.0,2043,2021,946,51,1200,12656,6937,43469,0.187582,0,2,1
0000426,-008.750,-001.900,0000.200,0000.0,0000.0,2635,1336,653,144,1074,12796,6953,43455,0.153594,0,3,0
0000427,-008.700,-001.900,0000.200,0000.0,0000.0,3024,1058,528,33,1110,12220,6556,43995,0.107368,0,2,0
0000428,-008.650,-001.900,0000.200,0000.0,0000.0,3128,954,563,33,1066,11488,6108,44771,0.115036,0,3,0
0000429,-008.600,-001.900,0000.200,0000.0,0000.0,2879,1010,613,226,701,9391,4958,47233,0.174211,0,4,16
0000430,-008.550,-001.900,0000.200,0000.0,0000.0,3873,236,131,6,513,7568,3854,49244,0.0296024,0,2,0
0000431,-008.500,-001.900,0000.200,0000.0,0000.0,3919,192,92,4,188,3264,1631,53873,0.02231,0,0,0
0000432,-008.450,-001.900,0000.200,0000.0,0000.0,4097,17,8,1,179,3223,1607,53923,0.00209595,0,1,0
0000433,-008.400,-001.900,0000.200,0000.0,0000.0,4115,0,0,0,25,436,216,56864,0,0,0,0
0000434,-008.350,-001.900,0000.200,0000.0,0000.0,3110,994,432,11,397,6090,3118,50838,0.0981826,0,1,0
0000435,-008.300,-001.900,0000.200,0000.0,0000.0,2999,1103,439,13,361,5454,2833,51510,0.100983,0,1,0
0000436,-008.250,-001.900,0000.200,0000.0,0000.0,3110,993,618,12,375,5943,2838,51007,0.140312,0,1,0
0000437,-008.200,-001.900,0000.200,0000.0,0000.0,3259,841,460,15,369,6071,2988,50885,0.105932,0,1,0
0000438,-008.150,-001.900,0000.200,0000.0,0000.0,3558,544,184,13,371,6368,3264,50586,0.0439144,0,1,0
0000439,-008.100,-001.900,0000.200,0000.0,0000.0,3844,258,126,13,371,6654,3322,50300,0.0309853,0,1,0
0000440,-008.050,-001.900,0000.200,0000.0,0000.0,3264,838,519,13,360,5866,2824,51099,0.118883,0,1,0
0000441,-008.000,-001.900,0000.200,0000.0,0000.0,4043,68,34,4,188,3388,1689,53749,0.00883105,0,0,0
0000442,-007.950,-001.900,0000.200,0000.0,0000.0,3908,203,116,4,176,3037,1499,54112,0.0279655,0,0,0
0000443,-007.900,-001.900,0000.200,0000.0,0000.0,4115,0,0,0,143,1081,573,56101,0,0,0,0
0000444,-007.850,-001.900,0000.200,0000.0,0000.0,2199,1529,846,387,1980,15344,8517,40001,0.202297,0,12,0
0000445,-007.800,-001.900,0000.200,0000.0,0000.0,2109,1584,818,422,2090,15195,8602,40040,0.199839,0,14,0
0000446,-007.750,-001.900,0000.200,0000.0,0000.0,2098,1620,841,397,2037,15210,8658,40078,0.201235,0,14,0
